seq,orderid,orderdate,shipdate,customerid,productid,quantity,discount
2185,CA-2016-1288186,2016-05-07 06:16:56,2016-05-11 06:16:56,CJ-12010,FUR-FU-10001940,8,0.00
2186,CA-2017-1245761,2017-08-01 02:52:18,2017-08-04 02:52:18,HK-14890,OFF-BI-10002735,2,0.20
2187,CA-2016-1013781,2016-07-14 13:37:03,2016-07-14 13:37:03,RH-19600,TEC-AC-10002345,2,0.00
2188,CA-2017-1430631,2017-08-10 00:55:24,2017-08-15 00:55:24,IL-15100,OFF-EN-10003134,6,0.00
2189,CA-2017-1430632,2017-08-10 01:12:06,2017-08-15 01:12:06,IL-15100,FUR-FU-10003708,2,0.00
2190,CA-2017-1430633,2017-08-10 02:13:45,2017-08-15 02:13:45,IL-15100,TEC-PH-10003645,9,0.00
2191,CA-2016-1189131,2016-06-25 01:39:15,2016-06-29 01:39:15,AS-10240,OFF-AP-10000692,3,0.00
2192,CA-2016-1284121,2016-12-10 10:59:03,2016-12-17 10:59:03,AP-10915,OFF-BI-10001718,3,0.20
2193,CA-2016-1284122,2016-12-10 11:16:29,2016-12-17 11:16:29,AP-10915,OFF-AP-10002082,3,0.00
2194,CA-2016-1284123,2016-12-10 12:31:20,2016-12-17 12:31:20,AP-10915,OFF-PA-10001125,4,0.00
2195,CA-2016-1284124,2016-12-10 13:12:56,2016-12-17 13:12:56,AP-10915,OFF-AP-10000252,3,0.00
2196,CA-2016-1284125,2016-12-10 14:40:06,2016-12-17 14:40:06,AP-10915,TEC-AC-10003038,5,0.00
2197,CA-2016-1364831,2016-12-01 08:22:43,2016-12-06 08:22:43,AG-10390,OFF-AR-10000940,2,0.20
2198,CA-2014-1630131,2014-11-28 04:14:24,2014-12-04 04:14:24,BF-11080,OFF-AR-10001954,3,0.00
2199,CA-2015-1353631,2015-03-28 06:41:27,2015-04-02 06:41:27,CK-12205,OFF-PA-10003177,3,0.20
2200,CA-2015-1353632,2015-03-28 07:51:57,2015-04-02 07:51:57,CK-12205,OFF-PA-10000533,1,0.20
2201,US-2014-1656591,2014-06-01 06:06:55,2014-06-06 06:06:55,LT-17110,FUR-FU-10001935,6,0.00
2202,US-2014-1656592,2014-06-01 07:13:15,2014-06-06 07:13:15,LT-17110,TEC-PH-10002563,7,0.00
2203,CA-2015-1380021,2015-09-06 14:02:25,2015-09-12 14:02:25,BT-11305,OFF-BI-10002160,2,0.20
2204,CA-2015-1380022,2015-09-06 15:22:17,2015-09-12 15:22:17,BT-11305,FUR-FU-10004748,3,0.00
2205,CA-2015-1288601,2015-06-29 08:36:19,2015-07-05 08:36:19,SC-20725,FUR-FU-10001473,1,0.20
2206,CA-2016-1643501,2016-09-10 07:12:24,2016-09-12 07:12:24,CG-12040,OFF-AR-10000538,3,0.20
2207,US-2014-1039051,2014-07-14 08:59:12,2014-07-20 08:59:12,AW-10930,OFF-BI-10001098,7,0.80
2208,US-2014-1039052,2014-07-14 09:15:40,2014-07-20 09:15:40,AW-10930,TEC-PH-10001552,4,0.20
2209,CA-2015-1298541,2015-08-22 12:42:25,2015-08-26 12:42:25,RB-19705,OFF-AR-10000390,4,0.00
2210,CA-2014-1255561,2014-11-14 08:22:24,2014-11-16 08:22:24,ML-17410,TEC-PH-10001079,7,0.00
2211,CA-2014-1255562,2014-11-14 09:45:55,2014-11-16 09:45:55,ML-17410,OFF-BI-10003460,10,0.00
2212,CA-2016-1623131,2016-11-27 07:41:40,2016-11-30 07:41:40,VB-21745,OFF-AP-10003842,6,0.10
2213,CA-2017-1078741,2017-11-21 09:02:04,2017-11-25 09:02:04,SW-20275,FUR-FU-10003535,1,0.00
2214,CA-2017-1293781,2017-10-01 04:08:48,2017-10-02 04:08:48,NS-18505,OFF-BI-10002012,1,0.20
2215,CA-2017-1293782,2017-10-01 05:12:38,2017-10-02 05:12:38,NS-18505,OFF-BI-10001922,13,0.20
2216,CA-2017-1293783,2017-10-01 06:58:10,2017-10-02 06:58:10,NS-18505,OFF-AP-10000576,2,0.00
2217,CA-2017-1293784,2017-10-01 07:45:09,2017-10-02 07:45:09,NS-18505,FUR-CH-10000553,4,0.20
2218,CA-2014-1519531,2014-09-20 11:00:19,2014-09-25 11:00:19,DB-13555,OFF-AR-10003469,2,0.20
2219,CA-2017-1308411,2017-07-28 13:22:04,2017-08-01 13:22:04,MH-17620,OFF-BI-10000145,4,0.20
2220,CA-2017-1308412,2017-07-28 14:23:25,2017-08-01 14:23:25,MH-17620,OFF-ST-10001580,1,0.00
2221,CA-2017-1308413,2017-07-28 15:00:50,2017-08-01 15:00:50,MH-17620,TEC-PH-10001817,4,0.20
2222,CA-2015-1318841,2015-12-06 01:51:54,2015-12-06 01:51:54,DK-13375,TEC-PH-10001578,2,0.40
2223,CA-2015-1318842,2015-12-06 02:04:39,2015-12-06 02:04:39,DK-13375,OFF-AR-10004078,8,0.20
2224,CA-2015-1318843,2015-12-06 03:07:20,2015-12-06 03:07:20,DK-13375,FUR-CH-10004860,1,0.30
2225,CA-2017-1219091,2017-07-31 07:26:42,2017-08-05 07:26:42,EA-14035,OFF-PA-10003790,3,0.20
2226,CA-2016-1063831,2016-03-19 13:00:19,2016-03-21 13:00:19,BT-11440,FUR-BO-10002202,1,0.70
2227,CA-2017-1307711,2017-07-29 00:25:57,2017-08-03 00:25:57,LA-16780,OFF-FA-10003059,2,0.20
2228,CA-2017-1307712,2017-07-29 01:12:10,2017-08-03 01:12:10,LA-16780,TEC-PH-10002496,1,0.20
2229,CA-2016-1391571,2016-10-01 04:11:54,2016-10-05 04:11:54,GM-14680,FUR-TA-10003238,1,0.40
2230,CA-2014-1280551,2014-03-31 03:00:51,2014-04-05 03:00:51,AA-10315,OFF-BI-10004390,2,0.20
2231,CA-2014-1280552,2014-03-31 04:09:40,2014-04-05 04:09:40,AA-10315,OFF-AP-10002765,2,0.00
2232,CA-2017-1570911,2017-06-26 02:19:51,2017-07-01 02:19:51,DB-13405,FUR-FU-10000293,5,0.00
2233,CA-2017-1321221,2017-07-09 09:14:13,2017-07-14 09:14:13,JH-15820,OFF-ST-10003692,5,0.20
2234,CA-2015-1232321,2015-12-14 13:23:19,2015-12-16 13:23:19,DJ-13630,TEC-PH-10001051,4,0.20
2235,CA-2017-1040661,2017-12-05 09:45:23,2017-12-10 09:45:23,QJ-19255,TEC-AC-10001013,7,0.00
2236,CA-2015-1458491,2015-09-15 01:04:26,2015-09-17 01:04:26,CT-11995,OFF-ST-10000025,2,0.00
2237,CA-2015-1458492,2015-09-15 02:30:20,2015-09-17 02:30:20,CT-11995,OFF-AR-10000817,8,0.00
2238,CA-2016-1223221,2016-07-15 12:43:18,2016-07-21 12:43:18,RH-19510,OFF-SU-10000952,5,0.00
2239,CA-2017-1668491,2017-04-20 14:26:40,2017-04-26 14:26:40,SJ-20125,FUR-FU-10004597,2,0.60
2240,CA-2016-1466331,2016-11-15 12:31:47,2016-11-17 12:31:47,TG-21310,OFF-BI-10003527,1,0.20
2241,CA-2016-1466332,2016-11-15 13:03:43,2016-11-17 13:03:43,TG-21310,OFF-BI-10002982,7,0.20
2242,US-2016-1268931,2016-11-26 05:50:08,2016-12-01 05:50:08,CT-11995,TEC-PH-10004165,3,0.40
2243,CA-2017-1033801,2017-11-21 08:45:35,2017-11-25 08:45:35,BF-11005,OFF-ST-10003442,2,0.00
2244,CA-2017-1033802,2017-11-21 09:38:02,2017-11-25 09:38:02,BF-11005,OFF-AR-10003856,2,0.00
2245,CA-2017-1033803,2017-11-21 10:55:08,2017-11-25 10:55:08,BF-11005,OFF-FA-10004248,2,0.00
2246,CA-2017-1033804,2017-11-21 11:10:46,2017-11-25 11:10:46,BF-11005,OFF-AP-10001492,1,0.00
2247,CA-2017-1033805,2017-11-21 12:00:28,2017-11-25 12:00:28,BF-11005,TEC-PH-10004165,3,0.20
2248,CA-2015-1160921,2015-02-15 06:09:44,2015-02-18 06:09:44,JM-16195,OFF-PA-10004285,2,0.00
2249,CA-2015-1160922,2015-02-15 07:01:36,2015-02-18 07:01:36,JM-16195,OFF-BI-10001628,5,0.20
2250,CA-2015-1160923,2015-02-15 08:13:33,2015-02-18 08:13:33,JM-16195,OFF-BI-10000546,5,0.20
2251,CA-2015-1160924,2015-02-15 09:26:39,2015-02-18 09:26:39,JM-16195,OFF-AP-10001391,6,0.00
2252,CA-2015-1160925,2015-02-15 10:19:42,2015-02-18 10:19:42,JM-16195,OFF-PA-10000477,3,0.00
2253,CA-2016-1178491,2016-04-15 10:13:26,2016-04-17 10:13:26,JK-16120,OFF-PA-10004327,3,0.00
2254,CA-2015-1692011,2015-09-28 07:56:05,2015-10-01 07:56:05,HG-14965,OFF-AP-10000696,3,0.00
2255,CA-2015-1692012,2015-09-28 08:02:22,2015-10-01 08:02:22,HG-14965,OFF-AP-10002082,2,0.00
2256,CA-2016-1640911,2016-09-17 10:18:14,2016-09-22 10:18:14,LA-16780,TEC-PH-10001944,3,0.00
2257,CA-2016-1640912,2016-09-17 11:36:35,2016-09-22 11:36:35,LA-16780,FUR-FU-10004952,2,0.00
2258,CA-2017-1052141,2017-06-16 06:52:33,2017-06-19 06:52:33,TS-21610,FUR-CH-10000015,7,0.20
2259,CA-2017-1052142,2017-06-16 07:36:28,2017-06-19 07:36:28,TS-21610,OFF-PA-10001776,2,0.00
2260,CA-2015-1176111,2015-11-08 14:51:09,2015-11-10 14:51:09,MZ-17335,OFF-FA-10002280,1,0.00
2261,CA-2015-1176112,2015-11-08 15:15:08,2015-11-10 15:15:08,MZ-17335,TEC-AC-10002049,3,0.00
2262,US-2015-1379601,2015-12-18 13:51:31,2015-12-18 13:51:31,MW-18220,TEC-AC-10002253,1,0.00
2263,CA-2017-1229941,2017-02-06 08:04:06,2017-02-09 08:04:06,MV-17485,FUR-BO-10004015,3,0.00
2264,CA-2016-1310651,2016-11-14 08:05:29,2016-11-16 08:05:29,AA-10375,TEC-AC-10004145,2,0.00
2265,CA-2016-1310652,2016-11-14 09:47:01,2016-11-16 09:47:01,AA-10375,OFF-PA-10002479,1,0.00
2266,CA-2016-1310653,2016-11-14 10:54:24,2016-11-16 10:54:24,AA-10375,OFF-BI-10004970,2,0.00
2267,CA-2017-1491461,2017-10-12 14:56:45,2017-10-12 14:56:45,SM-20320,OFF-PA-10003919,2,0.20
2268,CA-2017-1374701,2017-09-17 02:46:48,2017-09-17 02:46:48,TP-21415,OFF-PA-10002001,2,0.00
2269,CA-2017-1054801,2017-12-20 05:22:22,2017-12-26 05:22:22,DK-13225,OFF-PA-10002787,1,0.00
2270,CA-2017-1054802,2017-12-20 06:45:19,2017-12-26 06:45:19,DK-13225,OFF-BI-10003291,1,0.20
2271,CA-2017-1649171,2017-12-02 04:34:56,2017-12-07 04:34:56,MK-17905,OFF-AR-10004344,5,0.20
2272,CA-2015-1020361,2015-09-21 09:34:06,2015-09-27 09:34:06,CS-12130,OFF-ST-10003123,6,0.00
2273,CA-2015-1429441,2015-03-06 09:54:50,2015-03-11 09:54:50,JL-15850,FUR-FU-10000308,7,0.00
2274,CA-2015-1429442,2015-03-06 10:59:49,2015-03-11 10:59:49,JL-15850,TEC-CO-10003763,2,0.20
2275,CA-2014-1578821,2014-10-03 09:34:25,2014-10-08 09:34:25,AR-10405,FUR-TA-10001866,1,0.20
2276,CA-2014-1578822,2014-10-03 10:52:16,2014-10-08 10:52:16,AR-10405,FUR-CH-10002774,3,0.20
2277,CA-2014-1042831,2014-06-27 14:21:33,2014-07-01 14:21:33,LM-17065,OFF-ST-10004337,5,0.00
2278,CA-2014-1042832,2014-06-27 15:29:41,2014-07-01 15:29:41,LM-17065,FUR-TA-10001039,1,0.00
2279,CA-2014-1042833,2014-06-27 16:36:21,2014-07-01 16:36:21,LM-17065,TEC-AC-10000109,4,0.00
2280,CA-2017-1426221,2017-10-30 06:11:37,2017-11-02 06:11:37,JK-15625,FUR-CH-10003833,2,0.20
2281,CA-2017-1426222,2017-10-30 07:27:02,2017-11-02 07:27:02,JK-15625,FUR-CH-10004289,8,0.20
2282,CA-2017-1426223,2017-10-30 08:31:10,2017-11-02 08:31:10,JK-15625,FUR-BO-10004467,2,0.00
2283,CA-2016-1321431,2016-09-03 08:00:56,2016-09-05 08:00:56,FM-14215,OFF-PA-10002713,7,0.00
2284,CA-2015-1531081,2015-03-05 14:19:29,2015-03-09 14:19:29,SF-20200,TEC-PH-10001552,2,0.00
2285,CA-2015-1531082,2015-03-05 15:49:22,2015-03-09 15:49:22,SF-20200,OFF-AP-10002222,7,0.00
2286,CA-2016-1126761,2016-05-05 09:14:08,2016-05-08 09:14:08,PJ-18835,OFF-PA-10003971,3,0.20
2287,CA-2017-1656871,2017-11-17 07:45:27,2017-11-23 07:45:27,CS-12355,OFF-AP-10004036,2,0.00
2288,US-2017-1129281,2017-06-01 00:57:37,2017-06-05 00:57:37,BB-10990,OFF-AP-10002287,5,0.20
2289,CA-2017-1433431,2017-06-10 08:17:20,2017-06-13 08:17:20,BW-11200,OFF-AR-10002375,5,0.00
2290,CA-2017-1151541,2017-01-08 02:33:24,2017-01-11 02:33:24,RS-19420,FUR-TA-10001950,2,0.00
2291,CA-2015-1493421,2015-04-20 11:31:49,2015-04-25 11:31:49,TS-21160,TEC-PH-10001557,3,0.00
2292,CA-2015-1493422,2015-04-20 12:30:13,2015-04-25 12:30:13,TS-21160,FUR-FU-10002937,6,0.00
2293,CA-2015-1493423,2015-04-20 13:02:07,2015-04-25 13:02:07,TS-21160,OFF-PA-10001166,2,0.00
2294,CA-2015-1309951,2015-11-01 10:51:49,2015-11-06 10:51:49,QJ-19255,TEC-PH-10000347,1,0.00
2295,CA-2017-1279291,2017-12-23 14:38:04,2017-12-27 14:38:04,FM-14215,FUR-FU-10003708,3,0.00
2296,CA-2015-1131451,2015-11-01 11:00:24,2015-11-05 11:00:24,VD-21670,OFF-PA-10002659,4,0.00
2297,CA-2015-1131452,2015-11-01 12:06:40,2015-11-05 12:06:40,VD-21670,FUR-FU-10000965,5,0.00
2298,CA-2015-1131453,2015-11-01 13:31:53,2015-11-05 13:31:53,VD-21670,TEC-PH-10001527,1,0.00
2299,CA-2015-1131454,2015-11-01 14:06:35,2015-11-05 14:06:35,VD-21670,TEC-AC-10001838,7,0.00
2300,CA-2015-1131455,2015-11-01 15:02:08,2015-11-05 15:02:08,VD-21670,TEC-PH-10002597,4,0.00
2301,CA-2014-1623621,2014-11-14 00:32:54,2014-11-18 00:32:54,JL-15505,OFF-BI-10000756,3,0.00
2302,CA-2014-1623622,2014-11-14 01:35:29,2014-11-18 01:35:29,JL-15505,OFF-BI-10000546,4,0.00
2303,CA-2016-1065581,2016-01-17 11:53:52,2016-01-21 11:53:52,DL-13495,TEC-AC-10001142,4,0.00
2304,CA-2017-1579311,2017-09-17 04:19:31,2017-09-22 04:19:31,MO-17800,FUR-CH-10000785,4,0.00
2305,CA-2017-1579312,2017-09-17 05:42:39,2017-09-22 05:42:39,MO-17800,OFF-PA-10000474,3,0.00
2306,CA-2016-1155741,2016-12-23 05:56:50,2016-12-24 05:56:50,BP-11185,FUR-BO-10003441,2,0.30
2307,CA-2015-1607941,2015-08-06 08:39:44,2015-08-08 08:39:44,MS-17980,OFF-PA-10004156,3,0.20
2308,CA-2017-1162251,2017-11-05 05:42:21,2017-11-09 05:42:21,SV-20935,TEC-AC-10001432,5,0.00
2309,US-2017-1204181,2017-06-11 04:35:51,2017-06-12 04:35:51,BC-11125,FUR-CH-10001394,1,0.20
2310,US-2017-1204182,2017-06-11 05:24:48,2017-06-12 05:24:48,BC-11125,OFF-ST-10002370,4,0.20
2311,US-2017-1204183,2017-06-11 06:44:09,2017-06-12 06:44:09,BC-11125,OFF-AR-10002956,5,0.20
2312,US-2017-1204184,2017-06-11 07:14:36,2017-06-12 07:14:36,BC-11125,OFF-AR-10001955,1,0.20
2313,US-2017-1204185,2017-06-11 08:52:41,2017-06-12 08:52:41,BC-11125,OFF-ST-10001809,3,0.20
2314,CA-2017-1220351,2017-07-20 09:31:38,2017-07-25 09:31:38,EM-13825,OFF-LA-10004093,2,0.00
2315,CA-2017-1220352,2017-07-20 10:14:29,2017-07-25 10:14:29,EM-13825,OFF-AP-10002118,2,0.00
2316,CA-2017-1220353,2017-07-20 11:38:31,2017-07-25 11:38:31,EM-13825,OFF-BI-10000404,5,0.00
2317,CA-2017-1220354,2017-07-20 12:43:41,2017-07-25 12:43:41,EM-13825,FUR-CH-10003833,3,0.00
2318,CA-2017-1220355,2017-07-20 13:16:15,2017-07-25 13:16:15,EM-13825,OFF-BI-10002072,7,0.00
2319,CA-2017-1220356,2017-07-20 14:58:10,2017-07-25 14:58:10,EM-13825,TEC-AC-10003095,3,0.00
2320,CA-2015-1178281,2015-12-23 04:30:49,2015-12-26 04:30:49,BD-11500,OFF-AP-10001563,4,0.00
2321,CA-2017-1654911,2017-03-20 10:20:23,2017-03-24 10:20:23,HW-14935,TEC-AC-10000358,7,0.00
2322,CA-2015-1094701,2015-12-31 02:58:07,2016-01-03 02:58:07,KC-16255,OFF-BI-10004492,3,0.00
2323,CA-2015-1094702,2015-12-31 03:42:07,2016-01-03 03:42:07,KC-16255,OFF-BI-10001072,4,0.00
2324,CA-2015-1094703,2015-12-31 04:30:50,2016-01-03 04:30:50,KC-16255,OFF-BI-10003707,5,0.00
2325,CA-2015-1094704,2015-12-31 05:22:16,2016-01-03 05:22:16,KC-16255,OFF-BI-10000977,12,0.00
2326,CA-2015-1051021,2015-09-15 12:47:28,2015-09-19 12:47:28,BM-11575,OFF-BI-10002082,3,0.20
2327,CA-2015-1051022,2015-09-15 13:28:38,2015-09-19 13:28:38,BM-11575,FUR-BO-10004709,1,0.20
2328,CA-2015-1051023,2015-09-15 14:47:16,2015-09-19 14:47:16,BM-11575,OFF-PA-10002365,2,0.00
2329,CA-2017-1384221,2017-09-23 09:09:29,2017-09-26 09:09:29,KN-16705,OFF-EN-10004147,3,0.20
2330,US-2015-1477391,2015-12-25 07:47:09,2015-12-29 07:47:09,JD-16150,FUR-FU-10001468,4,0.20
2331,CA-2016-1551871,2016-09-24 09:39:04,2016-09-26 09:39:04,LA-16780,OFF-ST-10000642,2,0.00
2332,CA-2016-1551872,2016-09-24 10:52:23,2016-09-26 10:52:23,LA-16780,OFF-PA-10000380,5,0.00
2333,CA-2017-1692851,2017-03-21 14:47:15,2017-03-25 14:47:15,RW-19690,OFF-PA-10004071,5,0.00
2334,CA-2017-1692852,2017-03-21 15:27:01,2017-03-25 15:27:01,RW-19690,OFF-PA-10004971,1,0.00
2335,CA-2014-1408861,2014-09-30 01:18:55,2014-10-04 01:18:55,KW-16570,OFF-AP-10000696,6,0.20
2336,CA-2017-1526951,2017-12-10 10:25:59,2017-12-10 10:25:59,CC-12220,OFF-EN-10004030,3,0.00
2337,CA-2017-1526952,2017-12-10 11:08:22,2017-12-10 11:08:22,CC-12220,OFF-AP-10000026,7,0.00
2338,CA-2014-1106391,2014-08-23 13:12:02,2014-08-23 13:12:02,RH-19495,OFF-PA-10003936,4,0.00
2339,CA-2014-1106392,2014-08-23 14:43:29,2014-08-23 14:43:29,RH-19495,OFF-PA-10004530,4,0.00
2340,CA-2014-1217271,2014-08-19 02:13:55,2014-08-24 02:13:55,JK-15625,OFF-AR-10004930,2,0.20
2341,CA-2016-1377361,2016-11-10 03:05:37,2016-11-15 03:05:37,DC-13285,OFF-AR-10004999,7,0.00
2342,US-2014-1432311,2014-12-31 07:09:23,2015-01-03 07:09:23,GM-14455,FUR-FU-10002501,5,0.00
2343,US-2014-1432312,2014-12-31 08:51:16,2015-01-03 08:51:16,GM-14455,TEC-AC-10000358,3,0.00
2344,US-2014-1558941,2014-07-26 13:55:53,2014-07-30 13:55:53,CL-11890,OFF-ST-10004804,3,0.20
2345,CA-2016-1190251,2016-02-22 10:46:35,2016-02-28 10:46:35,PV-18985,OFF-AP-10001205,9,0.00
2346,CA-2016-1593731,2016-03-13 03:41:51,2016-03-18 03:41:51,LT-17110,OFF-PA-10000659,5,0.20
2347,CA-2016-1593732,2016-03-13 04:13:34,2016-03-18 04:13:34,LT-17110,OFF-BI-10004141,2,0.80
2348,CA-2016-1593733,2016-03-13 05:50:02,2016-03-18 05:50:02,LT-17110,FUR-TA-10004619,5,0.30
2349,CA-2017-1097011,2017-12-02 14:20:55,2017-12-03 14:20:55,AM-10360,OFF-BI-10004187,6,0.20
2350,CA-2017-1097012,2017-12-02 15:03:58,2017-12-03 15:03:58,AM-10360,OFF-BI-10000632,2,0.20
2351,CA-2017-1097013,2017-12-02 16:59:46,2017-12-03 16:59:46,AM-10360,OFF-PA-10003724,2,0.00
2352,CA-2017-1097014,2017-12-02 17:26:28,2017-12-03 17:26:28,AM-10360,OFF-AP-10002765,3,0.00
2353,CA-2017-1097015,2017-12-02 18:47:43,2017-12-03 18:47:43,AM-10360,OFF-AR-10001868,6,0.00
2354,CA-2015-1115141,2015-08-31 01:46:12,2015-09-02 01:46:12,SC-20260,FUR-BO-10002545,7,0.15
2355,CA-2015-1115142,2015-08-31 02:54:26,2015-09-02 02:54:26,SC-20260,OFF-BI-10002735,5,0.20
2356,CA-2015-1115143,2015-08-31 03:10:49,2015-09-02 03:10:49,SC-20260,TEC-AC-10004864,1,0.00
2357,CA-2015-1115144,2015-08-31 04:19:43,2015-09-02 04:19:43,SC-20260,TEC-MA-10000597,3,0.20
2358,US-2014-1488381,2014-03-17 09:57:41,2014-03-21 09:57:41,CP-12340,FUR-TA-10003473,7,0.40
2359,US-2014-1488382,2014-03-17 10:39:18,2014-03-21 10:39:18,CP-12340,FUR-TA-10001950,4,0.40
2360,US-2014-1488383,2014-03-17 11:01:16,2014-03-21 11:01:16,CP-12340,FUR-TA-10004175,3,0.40
2361,US-2014-1488384,2014-03-17 12:35:50,2014-03-21 12:35:50,CP-12340,OFF-PA-10002960,7,0.00
2362,US-2014-1488385,2014-03-17 13:40:55,2014-03-21 13:40:55,CP-12340,OFF-PA-10000919,4,0.00
2363,CA-2017-1364971,2017-04-16 07:31:51,2017-04-20 07:31:51,RF-19840,OFF-BI-10001553,5,0.70
2364,US-2016-1086371,2016-03-13 11:54:24,2016-03-18 11:54:24,AB-10060,FUR-FU-10004864,2,0.00
2365,US-2016-1086372,2016-03-13 12:01:33,2016-03-18 12:01:33,AB-10060,OFF-AP-10004540,2,0.00
2366,US-2016-1086373,2016-03-13 13:46:12,2016-03-18 13:46:12,AB-10060,OFF-BI-10004965,4,0.00
2367,CA-2014-1022951,2014-11-24 10:28:24,2014-11-26 10:28:24,EH-13990,FUR-CH-10001714,1,0.20
2368,CA-2017-1236591,2017-02-10 02:55:04,2017-02-13 02:55:04,MN-17935,OFF-PA-10002464,4,0.00
2369,US-2016-1294691,2016-09-23 10:46:40,2016-09-27 10:46:40,KL-16555,FUR-FU-10002298,6,0.20
2370,US-2016-1294692,2016-09-23 11:04:45,2016-09-27 11:04:45,KL-16555,OFF-AR-10000315,2,0.20
2371,CA-2017-1551521,2017-07-07 04:23:41,2017-07-09 04:23:41,MP-17965,TEC-AC-10004353,4,0.00
2372,CA-2016-1599401,2016-07-07 09:56:17,2016-07-11 09:56:17,BF-11020,FUR-FU-10004973,8,0.60
2373,CA-2016-1599402,2016-07-07 10:57:36,2016-07-11 10:57:36,BF-11020,OFF-FA-10000936,1,0.20
2374,CA-2016-1599403,2016-07-07 11:04:58,2016-07-11 11:04:58,BF-11020,OFF-PA-10001609,9,0.20
2375,CA-2016-1599404,2016-07-07 12:18:46,2016-07-11 12:18:46,BF-11020,FUR-CH-10000785,2,0.30
2376,CA-2017-1196691,2017-01-24 11:59:15,2017-01-30 11:59:15,TP-21130,OFF-FA-10000053,3,0.00
2377,US-2014-1646161,2014-08-19 05:52:24,2014-08-21 05:52:24,MS-17770,OFF-BI-10001718,4,0.70
2378,US-2014-1646162,2014-08-19 06:40:24,2014-08-21 06:40:24,MS-17770,OFF-SU-10004768,2,0.20
2379,CA-2015-1486281,2015-12-06 01:28:14,2015-12-11 01:28:14,KM-16375,OFF-PA-10003883,5,0.00
2380,CA-2016-1180521,2016-05-06 01:43:27,2016-05-10 01:43:27,BE-11455,OFF-FA-10004248,2,0.20
2381,CA-2016-1180522,2016-05-06 02:48:35,2016-05-10 02:48:35,BE-11455,OFF-PA-10002581,2,0.20
2382,CA-2016-1180523,2016-05-06 03:21:38,2016-05-10 03:21:38,BE-11455,FUR-FU-10004848,7,0.20
2383,US-2017-1175341,2017-03-25 05:30:05,2017-03-26 05:30:05,CV-12295,OFF-AP-10002403,4,0.00
2384,US-2017-1175342,2017-03-25 06:13:53,2017-03-26 06:13:53,CV-12295,OFF-AR-10003087,9,0.00
2385,US-2017-1175343,2017-03-25 07:40:16,2017-03-26 07:40:16,CV-12295,OFF-BI-10002026,4,0.20
2386,US-2017-1175344,2017-03-25 08:58:23,2017-03-26 08:58:23,CV-12295,TEC-PH-10000141,4,0.20
2387,US-2017-1175345,2017-03-25 09:12:58,2017-03-26 09:12:58,CV-12295,TEC-CO-10000971,2,0.20
2388,CA-2015-1450651,2015-12-12 12:54:59,2015-12-15 12:54:59,DK-13375,OFF-FA-10001229,2,0.00
2389,CA-2015-1450652,2015-12-12 13:09:10,2015-12-15 13:09:10,DK-13375,OFF-BI-10002437,2,0.20
2390,US-2015-1270401,2015-12-06 05:29:37,2015-12-10 05:29:37,SG-20605,OFF-PA-10004255,1,0.00
2391,US-2015-1270402,2015-12-06 06:01:16,2015-12-10 06:01:16,SG-20605,OFF-PA-10001184,7,0.00
2392,US-2015-1270403,2015-12-06 07:40:28,2015-12-10 07:40:28,SG-20605,TEC-AC-10002637,9,0.00
2393,US-2015-1270404,2015-12-06 08:43:31,2015-12-10 08:43:31,SG-20605,FUR-FU-10002878,4,0.00
2394,CA-2016-1281111,2016-03-17 01:23:25,2016-03-23 01:23:25,CS-12355,OFF-AR-10000588,2,0.00
2395,CA-2015-1378971,2015-11-14 02:58:24,2015-11-19 02:58:24,PJ-18835,TEC-AC-10002217,2,0.00
2396,CA-2015-1378972,2015-11-14 03:16:12,2015-11-19 03:16:12,PJ-18835,TEC-AC-10001267,2,0.00
2397,CA-2015-1378973,2015-11-14 04:42:33,2015-11-19 04:42:33,PJ-18835,OFF-PA-10004041,5,0.00
2398,CA-2017-1692641,2017-08-14 03:14:38,2017-08-16 03:14:38,NP-18700,OFF-LA-10001613,2,0.00
2399,CA-2017-1692642,2017-08-14 04:47:10,2017-08-16 04:47:10,NP-18700,OFF-AR-10000246,6,0.00
2400,CA-2017-1473611,2017-09-09 08:59:17,2017-09-15 08:59:17,SB-20290,OFF-ST-10001809,7,0.00
2401,CA-2017-1473612,2017-09-09 09:43:39,2017-09-15 09:43:39,SB-20290,OFF-ST-10002214,5,0.00
2402,CA-2017-1458771,2017-04-01 04:57:40,2017-04-04 04:57:40,AS-10090,OFF-ST-10000649,6,0.00
2403,CA-2017-1458772,2017-04-01 05:41:06,2017-04-04 05:41:06,AS-10090,OFF-EN-10001990,5,0.00
2404,US-2016-1101701,2016-09-27 03:24:10,2016-10-03 03:24:10,HM-14860,FUR-BO-10000780,7,0.32
2405,CA-2017-1085741,2017-10-07 13:21:43,2017-10-11 13:21:43,MG-18145,TEC-AC-10002049,9,0.00
2406,CA-2017-1085742,2017-10-07 14:00:39,2017-10-11 14:00:39,MG-18145,TEC-PH-10003555,7,0.20
2407,CA-2017-1085743,2017-10-07 15:32:41,2017-10-11 15:32:41,MG-18145,TEC-PH-10000702,10,0.20
2408,CA-2017-1445891,2017-01-20 13:03:48,2017-01-25 13:03:48,TM-21010,OFF-AR-10003631,5,0.00
2409,CA-2017-1445892,2017-01-20 14:05:55,2017-01-25 14:05:55,TM-21010,TEC-PH-10003072,3,0.20
